Contributor	X	Y	Z	n	s	sl
Cubes71	-5158	5153	736	521	4422	4418
Cubes71	-19189	15683	14749	467	4440	935
Cubes71	-6642	6561	2196	729	4446	4366
Cubes71	-6842	6745	2377	570	4465	4369
Cubes71	14971	-13001	-10501	109	4470	2501
Cubes71	10676	-9927	-6202	385	4474	3726
Cubes71	5680	-5662	-1202	64	4478	4461
Cubes71	5625	-5610	-1124	1	4501	4487
Cubes71	17429	-14636	-12925	8	4504	1712
Cubes71	-14078	12417	9567	424	4511	2851
Cubes71	11745	-10748	-7234	729	4511	3515
Cubes71	-5640	5625	1126	1	4514	4500
Cubes71	6815	-6727	-2296	456	4519	4432
Cubes71	-15786	13584	11259	27	4527	2326
Cubes71	14890	-12983	-10363	766	4527	2621
Cubes71	-7793	7598	3260	935	4533	4339
Cubes71	-17509	14712	12973	216	4536	1740
Cubes71	15075	-13114	-10539	512	4536	2576
Cubes71	9810	-9274	-5271	665	4539	4004
Cubes71	-9639	9139	5095	875	4544	4045
Cubes71	7991	-7772	-3443	316	4548	4330
Cubes71	-4970	4969	420	209	4550	4550
Cubes71	-11632	10684	7076	512	4556	3609
Cubes71	-6041	6011	1484	314	4557	4528
Cubes71	-14526	12754	9968	720	4558	2787
Cubes71	-6935	6841	2374	570	4561	4468
Cubes71	-13320	11916	8756	512	4564	3161
Cubes71	-8657	8343	4083	1	4574	4261
Cubes71	5875	-5854	-1294	827	4581	4561
Cubes71	-7724	7547	3140	899	4584	4408
Cubes71	21156	-17014	-16563	125	4593	452
Cubes71	8542	-8252	-3944	696	4598	4309
Cubes71	-6439	6390	1822	729	4617	4569
Cubes71	-5314	5310	697	729	4617	4614
Cubes71	-5059	5058	425	358	4634	4634
Cubes71	12388	-11280	-7752	64	4636	3529
Cubes71	-16466	14122	11812	480	4654	2311
Cubes71	-12941	11697	8276	828	4665	3422
Cubes71	-9559	9113	4886	474	4673	4228
Cubes71	7396	-7271	-2722	577	4674	4550
Cubes71	5589	-5581	-908	216	4681	4674
Cubes71	-6176	6148	1472	64	4704	4677
Cubes71	13256	-11946	-8548	88	4708	3399
Cubes71	6270	-6239	-1538	209	4732	4702
Cubes71	-10285	9715	5551	901	4734	4165
Cubes71	12440	-11369	-7695	216	4745	3675
Cubes71	-6535	6490	1789	694	4746	4702
Cubes71	7653	-7511	-2904	982	4749	4608
Cubes71	8475	-8228	-3725	398	4750	4504
Cubes71	5310	-5308	-553	511	4757	4756
Cubes71	-7266	7165	2508	541	4758	4658
Cubes71	12437	-11375	-7674	54	4763	3702
Cubes71	11148	-10408	-6366	584	4782	4043
Cubes71	-7414	7302	2630	664	4784	4673
Cubes71	-18686	15669	13886	909	4800	1784
Cubes71	12183	-11205	-7377	729	4806	3829
Cubes71	-11754	10882	6947	27	4807	3936
Cubes71	-5981	5966	1171	766	4810	4796
Cubes71	6756	-6702	-1943	1	4813	4760
Cubes71	-18717	15706	13895	378	4822	1812
Cubes71	16292	-14121	-11469	818	4823	2653
Cubes71	21944	-17720	-17103	657	4841	618
Cubes71	-8073	7898	3223	342	4850	4676
Cubes71	6050	-6035	-1180	125	4870	4856
Cubes71	-5311	5310	439	288	4872	4872
Cubes71	-9940	9485	5050	125	4890	4436
Cubes71	-11112	10428	6198	216	4914	4231
Cubes71	-8441	8232	3519	406	4922	4714
Cubes71	13278	-12068	-8356	504	4922	3713
Cubes71	-15034	13322	10111	575	4923	3212
Cubes71	5817	-5810	-892	225	4925	4919
Cubes71	-8392	8191	3461	764	4931	4731
Cubes71	8387	-8187	-3454	736	4933	4734
Cubes71	13690	-12375	-8753	848	4937	3623
Cubes71	5402	-5401	-444	223	4958	4958
Cubes71	-15301	13552	10302	315	4999	3251
Cubes71	13621	-12356	-8621	984	5000	3736
Cubes71	6809	-6768	-1783	610	5026	4986
Cubes71	10671	-10117	-5642	810	5029	4476
Cubes71	9786	-9397	-4753	106	5033	4645
Cubes71	14178	-12796	-9105	791	5073	3692
Cubes71	6501	-6478	-1427	666	5074	5052
Cubes71	-8263	8104	3173	134	5090	4932
Cubes71	6376	-6359	-1274	273	5102	5086
Cubes71	6391	-6374	-1276	271	5115	5099
Cubes71	10126	-9704	-4993	55	5133	4712
Cubes71	-18167	15588	13022	657	5145	2567
Cubes71	-9168	8905	4009	722	5159	4897
Cubes71	-6041	6035	869	863	5172	5167
Cubes71	-13186	12115	8013	216	5173	4103
Cubes71	-9825	9465	4649	449	5176	4817
Cubes71	6191	-6182	-1011	972	5180	5172
Cubes71	6912	-6876	-1725	27	5187	5152
Cubes71	18007	-15511	-12820	512	5187	2692
Cubes71	-20041	16838	14851	602	5190	1988
Cubes71	-20357	17044	15161	172	5196	1884
Cubes71	6543	-6524	-1345	558	5198	5180
Cubes71	-5955	5951	752	484	5203	5200
Cubes71	12884	-11903	-7676	1	5208	4228
Cubes71	23437	-18967	-18222	342	5215	746
Cubes71	-6948	6912	1731	27	5217	5182
Cubes71	-5678	5677	459	560	5219	5219
Cubes71	8797	-8597	-3567	137	5230	5031
Cubes71	-9740	9413	4481	638	5259	4933
Cubes71	6616	-6597	-1355	848	5261	5243
Cubes71	-6617	6599	1331	377	5286	5269
Cubes71	6177	-6171	-882	54	5295	5290
Cubes71	7523	-7458	-2220	755	5303	5239
Cubes71	9932	-9586	-4624	888	5308	4963
Cubes71	-6899	6871	1585	237	5314	5287
Cubes71	-8146	8032	2818	64	5328	5215
Cubes71	9513	-9236	-4180	441	5333	5057
Cubes71	6838	-6814	-1497	855	5341	5318
Cubes71	7717	-7643	-2357	813	5360	5287
Cubes71	-6134	6130	767	559	5367	5364
Cubes71	6146	-6142	-768	16	5378	5375
Cubes71	18765	-16150	-13380	125	5385	2771
Cubes71	-5986	5984	599	447	5387	5386
Cubes71	-6158	6154	769	561	5389	5386
Cubes71	-20551	17322	15157	990	5394	2166
Cubes71	-6476	6466	1079	559	5397	5388
Cubes71	6001	-5999	-600	2	5401	5400
Cubes71	6485	-6475	-1080	250	5405	5396
Cubes71	-6494	6484	1081	561	5413	5404
Cubes71	-6016	6014	601	449	5415	5414
Cubes71	-6314	6308	895	343	5419	5414
Cubes71	-10314	9934	4889	729	5425	5046
Cubes71	-8240	8129	2815	64	5425	5315
Cubes71	14686	-13341	-9256	819	5430	4086
Cubes71	-8715	8557	3282	586	5433	5276
Cubes71	-20920	17590	15485	125	5435	2106
Cubes71	-11229	10696	5771	558	5458	4926
Cubes71	7982	-7900	-2494	384	5488	5407
Cubes71	-8558	8427	3049	20	5509	5379
Cubes71	13199	-12267	-7683	449	5516	4585
Cubes71	-10713	10289	5196	8	5517	5094
Cubes71	11197	-10690	-5669	64	5528	5022
Cubes71	21967	-18329	-16439	255	5528	1891
Cubes71	-23050	19009	17520	729	5530	1490
Cubes71	-6452	6446	908	440	5544	5539
Cubes71	6339	-6335	-784	540	5555	5552
Cubes71	8041	-7961	-2486	984	5555	5476
Cubes71	-12317	11598	6757	272	5560	4842
Cubes71	-26248	20980	20684	512	5564	297
Cubes71	6595	-6587	-1014	128	5581	5574
Cubes71	-9529	9302	3923	186	5606	5380
Cubes71	-6321	6318	711	702	5610	5608
Cubes71	17655	-15548	-12038	911	5617	3511
Cubes71	-15168	13785	9547	316	5621	4239
Cubes71	-11048	10606	5377	57	5671	5230
Cubes71	-14816	13554	9135	343	5681	4420
Cubes71	7127	-7108	-1424	647	5703	5685
Cubes71	-6334	6332	622	512	5712	5711
Cubes71	7142	-7123	-1426	645	5716	5698
Cubes71	-12964	12166	7231	343	5733	4936
Cubes71	-10582	10232	4845	925	5737	5388
Cubes71	13110	-12285	-7363	728	5747	4923
Cubes71	-8504	8408	2741	269	5763	5668
Cubes71	-6854	6845	1082	629	5772	5764
Cubes71	-9543	9344	3762	305	5781	5583
Cubes71	-6873	6864	1084	631	5789	5781
Cubes71	6282	-6281	-491	956	5791	5791
Cubes71	10640	-10294	-4845	691	5795	5450
Cubes71	15485	-14100	-9690	125	5795	4411
Cubes71	8022	-7965	-2219	64	5803	5747
Cubes71	8972	-8839	-3163	582	5809	5677
Cubes71	19692	-17059	-13876	133	5816	3184
Cubes71	-7584	7552	1765	29	5819	5788
Cubes71	-6549	6546	728	539	5821	5819
Cubes71	23884	-19775	-18061	748	5823	1715
Cubes71	18046	-15949	-12209	658	5837	3741
Cubes71	7260	-7242	-1416	216	5844	5827
Cubes71	10750	-10398	-4906	792	5844	5493
Cubes71	-6576	6573	730	541	5846	5844
Cubes71	25193	-20611	-19340	926	5853	1272
Cubes71	12003	-11439	-6149	559	5854	5291
Cubes71	-11928	11382	6060	216	5868	5323
Cubes71	9337	-9176	-3459	398	5878	5718
Cubes71	-7720	7685	1840	125	5880	5846
Cubes71	-27594	22102	21697	497	5897	406
Cubes71	-8736	8635	2838	91	5898	5798
Cubes71	-26605	21517	20700	288	5905	818
Cubes71	8211	-8150	-2305	306	5906	5846
Cubes71	13160	-12380	-7254	936	5906	5127
Cubes71	-12252	11661	6329	62	5923	5333
Cubes71	-7685	7654	1762	867	5923	5893
Cubes71	10536	-10234	-4606	736	5930	5629
Cubes71	-13231	12453	7275	161	5956	5179
Cubes71	7655	-7627	-1699	393	5956	5929
Cubes71	-9953	9735	3987	1	5966	5749
Cubes71	-6858	6853	890	765	5968	5964
Cubes71	-15330	14065	9361	506	5969	4705
Cubes71	7682	-7654	-1703	377	5979	5952
Cubes71	-13618	12774	7612	720	6006	5163
Cubes71	27652	-22254	-21632	776	6020	623
Cubes71	-23750	19853	17728	829	6022	2126
Cubes71	28348	-22671	-22326	505	6022	346
Cubes71	-21048	18112	15012	64	6036	3101
Cubes71	-26358	21489	20319	216	6039	1171
Cubes71	9995	-9784	-3956	755	6039	5829
Cubes71	-7060	7053	1015	252	6045	6039
Cubes71	16123	-14690	-10070	867	6053	4621
Cubes71	6807	-6804	-747	756	6060	6058
Cubes71	-6572	6571	506	379	6066	6066
Cubes71	8714	-8632	-2645	251	6069	5988
Cubes71	16389	-14893	-10319	153	6070	4575
Cubes71	-6611	6610	508	381	6103	6103
Cubes71	-11934	11453	5822	421	6112	5632
Cubes71	-27400	22190	21286	656	6114	905
Cubes71	-11294	10920	5173	533	6121	5748
Cubes71	9972	-9778	-3843	989	6129	5936
Cubes71	-8017	7982	1887	358	6130	6096
Cubes71	9060	-8957	-2927	524	6133	6031
Cubes71	23961	-20097	-17800	8	6161	2298
Cubes71	-7196	7189	1028	685	6168	6162
Cubes71	27140	-22086	-20967	881	6173	1120
Cubes71	-7217	7210	1030	687	6187	6181
Cubes71	-28516	22936	22322	8	6194	615
Cubes71	20495	-17849	-14297	253	6198	3553
Cubes71	6876	-6874	-657	359	6219	6218
Cubes71	9758	-9603	-3519	926	6239	6085
Cubes71	-8786	8715	2536	875	6250	6180
Cubes71	-7013	7010	762	531	6251	6249
Cubes71	8499	-8448	-2223	540	6276	6226
Cubes71	16714	-15229	-10438	683	6276	4792
Cubes71	15872	-14615	-9571	62	6301	5045
Cubes71	7354	-7347	-1043	434	6311	6305
Cubes71	14677	-13714	-8351	838	6326	5364
Cubes71	7851	-7832	-1519	324	6332	6314
Cubes71	12777	-12206	-6442	729	6335	5765
Cubes71	10971	-10688	-4635	64	6336	6054
Cubes71	-16920	15409	10583	216	6337	4827
Cubes71	20777	-18139	-14424	790	6353	3716
Cubes71	26379	-21775	-20026	988	6353	1750
Cubes71	18984	-16903	-12625	952	6359	4279
Cubes71	-10892	10627	4515	470	6377	6113
Cubes71	-16930	15437	10549	602	6381	4889
Cubes71	-8104	8078	1722	736	6382	6357
Cubes71	-12387	11898	6003	216	6384	5896
Cubes71	15317	-14235	-8917	925	6400	5319
Cubes71	-25917	21533	19508	736	6409	2026
Cubes71	12037	-11613	-5624	632	6413	5990
Cubes71	23101	-19753	-16656	108	6445	3098
Cubes71	7235	-7232	-778	755	6457	6455
Cubes71	22518	-19380	-16056	216	6462	3325
Cubes71	8867	-8808	-2400	251	6467	6409
Cubes71	-12818	12277	6346	237	6472	5932
Cubes71	10318	-10137	-3844	495	6474	6294
Cubes71	8104	-8082	-1629	307	6475	6454
Cubes71	-7773	7761	1295	539	6478	6467
Cubes71	21993	-19042	-15513	872	6480	3530
Cubes71	7782	-7770	-1296	432	6486	6475
Cubes71	-7791	7779	1297	541	6494	6483
Cubes71	11574	-11242	-5061	755	6513	6182
Cubes71	-25104	21108	18582	216	6522	2527
Cubes71	11793	-11431	-5271	755	6522	6161
Cubes71	7065	-7064	-531	190	6534	6534
Cubes71	20485	-18052	-13948	125	6537	4105
Cubes71	-14816	13904	8264	512	6552	5641
Cubes71	-18231	16476	11664	729	6567	4813
Cubes71	7403	-7400	-790	827	6613	6611
Cubes71	-12357	11930	5738	979	6619	6193
Cubes71	-12132	11740	5513	729	6619	6228
Cubes71	10491	-10313	-3866	578	6625	6448
Cubes71	-18276	16539	11648	35	6628	4892
Cubes71	-7165	7164	536	475	6629	6629
Cubes71	-26241	21918	19609	640	6632	2310
Cubes71	10346	-10185	-3706	295	6640	6480
Cubes71	-30227	24385	23584	246	6643	802
Cubes71	8193	-8175	-1535	307	6658	6641
Cubes71	16434	-15191	-9771	622	6663	5421
Cubes71	8209	-8191	-1537	305	6672	6655
Cubes71	-13885	13208	7197	160	6688	6012
Cubes71	8992	-8943	-2278	729	6714	6666
Cubes71	-24665	20971	17949	335	6716	3023
Cubes71	8520	-8493	-1803	216	6717	6691
Cubes71	-7824	7817	1087	792	6737	6731
Cubes71	-17700	16176	10949	125	6751	5228
Cubes71	-7326	7325	544	333	6782	6782
Cubes71	7481	-7479	-695	27	6786	6785
Cubes71	8470	-8449	-1652	343	6818	6798
Cubes71	-20577	18293	13735	99	6842	4559
Cubes71	25626	-21689	-18782	839	6844	2908
Cubes71	-13916	13279	7070	343	6846	6210
Cubes71	8703	-8675	-1851	1	6852	6825
Cubes71	11580	-11313	-4717	890	6863	6597
Cubes71	9216	-9168	-2300	64	6916	6869
Cubes71	-22416	19620	15482	872	6934	4139
Cubes71	-17443	16069	10501	703	6942	5569
Cubes71	-13813	13224	6861	8	6952	6364
Cubes71	18582	-16920	-11628	216	6954	5293
Cubes71	-9264	9216	2308	64	6956	6909
Cubes71	-10799	10637	3822	702	6977	6816
Cubes71	-14388	13702	7405	461	6983	6298
Cubes71	10000	-9910	-2991	729	7009	6920
Cubes71	-20528	18353	13515	900	7013	4839
Cubes71	22723	-19880	-15708	155	7015	4173
Cubes71	-21020	18708	13993	569	7027	4716
Cubes71	30099	-24667	-23058	224	7041	1610
Cubes71	-9264	9222	2208	216	7056	7015
Cubes71	8236	-8228	-1176	128	7060	7053
Cubes71	19884	-17919	-12822	297	7062	5098
Cubes71	-10090	10000	3009	729	7081	6992
Cubes71	8005	-8001	-916	828	7089	7086
Cubes71	23704	-20606	-16594	64	7110	4013
Cubes71	-16690	15570	9563	547	7127	6008
Cubes71	8513	-8501	-1376	820	7137	7126
Cubes71	-10930	10783	3732	855	7198	7052
Cubes71	-9775	9715	2576	476	7199	7140
Cubes71	-8394	8386	1191	343	7203	7196
Cubes71	-26956	22825	19743	216	7213	3083
Cubes71	19095	-17419	-11881	475	7214	5539
Cubes71	13841	-13322	-6598	881	7243	6725
Cubes71	7987	-7985	-726	2	7261	7260
Cubes71	-13452	13001	6186	449	7266	6816
Cubes71	-8425	8418	1142	295	7283	7277
Cubes71	17596	-16328	-10307	741	7289	6022
Cubes71	9548	-9506	-2253	99	7295	7254
Cubes71	-11379	11201	4083	449	7296	7119
Cubes71	-24917	21546	17617	236	7300	3930
Cubes71	-34423	27526	27114	153	7309	413
Cubes71	-28613	23968	21295	210	7318	2674
Cubes71	28218	-23717	-20899	720	7319	2819
Cubes71	22734	-20075	-15410	29	7324	4666
Cubes71	20465	-18479	-13125	261	7340	5355
Cubes71	-8553	8545	1206	64	7347	7340
Cubes71	13136	-12750	-5789	387	7347	6962
Cubes71	-16668	15642	9297	729	7371	6346
Cubes71	-9773	9725	2392	496	7381	7334
Cubes71	-12855	12516	5470	721	7385	7047
Cubes71	-7961	7960	575	694	7386	7386
Cubes71	-26788	22858	19381	181	7407	3478
Cubes71	-14600	13995	7186	731	7414	6810
Cubes71	-22639	20070	15210	881	7429	4861
Cubes71	26101	-22427	-18664	874	7437	3764
Cubes71	11615	-11433	-4170	638	7445	7264
Cubes71	34404	-27670	-26933	27	7471	738
Cubes71	-17026	15959	9550	503	7476	6410
Cubes71	-12787	12474	5311	252	7476	7164
Cubes71	27286	-23234	-19809	623	7477	3426
Cubes71	9753	-9712	-2267	486	7486	7446
Cubes71	13141	-12783	-5651	83	7490	7133
Cubes71	11626	-11450	-4127	993	7499	7324
Cubes71	-13502	13097	5990	665	7512	7108
Cubes71	13252	-12887	-5719	946	7533	7169
Cubes71	14756	-14156	-7219	341	7537	6938
Cubes71	26271	-22610	-18732	343	7539	3879
Cubes71	24767	-21604	-17223	232	7544	4382
Cubes71	-26310	22640	18765	125	7545	3876
Cubes71	-9070	9056	1511	447	7559	7546
Cubes71	9079	-9065	-1512	686	7567	7554
Cubes71	15749	-14977	-8177	683	7572	6801
Cubes71	-9088	9074	1513	449	7575	7562
Cubes71	16272	-15399	-8693	892	7579	6707
Cubes71	8336	-8334	-747	629	7589	7588
Cubes71	-9232	9215	1631	798	7601	7585
Cubes71	-10316	10253	2714	125	7602	7540
Cubes71	-29288	24626	21679	343	7609	2948
Cubes71	-13771	13350	6147	512	7624	7204
Cubes71	15684	-14940	-8059	125	7625	6882
Cubes71	29901	-25045	-22256	360	7645	2790
Cubes71	-24935	21789	17279	333	7656	4511
Cubes71	-19304	17775	11641	632	7663	6135
Cubes71	-17908	16716	10235	259	7673	6482
Cubes71	19915	-18243	-12225	343	7690	6019
Cubes71	19473	-17937	-11728	512	7745	6210
Cubes71	-9806	9776	2051	611	7755	7726
Cubes71	21957	-19768	-14196	125	7761	5573
Cubes71	12162	-11968	-4392	8	7770	7577
Cubes71	12463	-12238	-4687	872	7776	7552
Cubes71	8750	-8746	-972	16	7778	7775
Cubes71	18649	-17328	-10866	1	7783	6463
Cubes71	16569	-15703	-8779	943	7790	6925
Cubes71	9680	-9656	-1888	512	7792	7769
Cubes71	-10408	10353	2610	665	7798	7744
Cubes71	22709	-20332	-14897	188	7812	5436
Cubes71	-15904	15176	8080	512	7824	7097
Cubes71	16458	-15629	-8619	64	7839	7011
Cubes71	32468	-26822	-24624	360	7844	2199
Cubes71	-12218	12029	4368	189	7850	7662
Cubes71	-16622	15766	8766	344	7856	7001
Cubes71	23876	-21181	-16016	539	7860	5166
Cubes71	-19582	18072	11712	8	7870	6361
Cubes71	-8656	8654	766	944	7890	7889
Cubes71	-8507	8506	601	174	7906	7906
Cubes71	10042	-10010	-2129	399	7913	7882
Cubes71	-9255	9246	1322	809	7933	7925
Cubes71	-8837	8834	889	820	7948	7946
Cubes71	-9276	9267	1324	811	7952	7944
Cubes71	18414	-17217	-10447	8	7967	6771
Cubes71	-21279	19386	13294	1	7985	6093
Cubes71	-9551	9537	1564	146	7987	7974
Cubes71	-12219	12048	4227	216	7992	7822
Cubes71	18294	-17139	-10285	440	8009	6855
Cubes71	-9781	9762	1759	666	8022	8004
Cubes71	-11747	11621	3723	405	8024	7899
Cubes71	8809	-8807	-775	811	8034	8033
Cubes71	11083	-11006	-3043	64	8040	7964
Cubes71	-17048	16165	9007	876	8041	7159
Cubes71	33312	-27521	-25262	839	8050	2260
Cubes71	-35144	28652	27092	512	8052	1561
Cubes71	-9207	9201	1151	809	8056	8051
Cubes71	16394	-15641	-8338	791	8056	7304
Cubes71	9219	-9213	-1152	54	8067	8062
Cubes71	27633	-23878	-19562	657	8071	4317
Cubes71	-9231	9225	1153	811	8078	8073
Cubes71	-21484	19592	13381	125	8103	6212
Cubes71	9646	-9633	-1536	343	8110	8098
Cubes71	21679	-19740	-13566	343	8113	6175
Cubes71	-19587	18180	11462	125	8125	6719
Cubes71	20795	-19109	-12630	846	8165	6480
Cubes71	-20964	19236	12797	485	8167	6440
Cubes71	28223	-24360	-20021	306	8202	4340
Cubes71	-11372	11290	3161	433	8211	8130
Cubes71	-10808	10759	2576	343	8232	8184
Cubes71	-12845	12645	4602	208	8243	8044
Cubes71	-9167	9164	911	512	8256	8254
Cubes71	9899	-9884	-1639	476	8260	8246
Cubes71	-38602	30935	30336	223	8266	600
Cubes71	-8892	8891	619	342	8273	8273
Cubes71	-9371	9366	1096	821	8275	8271
Cubes71	-16285	15615	7997	223	8288	7619
Cubes71	11292	-11224	-2957	171	8335	8268
Cubes71	-15172	14701	6806	269	8366	7896
Cubes71	9288	-9285	-919	188	8369	8367
Cubes71	14221	-13888	-5822	541	8399	8067
Cubes71	-10499	10471	2098	804	8401	8374
Cubes71	21960	-20088	-13543	521	8417	6546
Cubes71	-10529	10501	2102	820	8427	8400
Cubes71	-24283	21781	15855	729	8428	5927
Cubes71	24410	-21880	-15966	304	8444	5915
Cubes71	-11113	11063	2642	438	8471	8422
Cubes71	25348	-22574	-16849	919	8499	5726
Cubes71	-27878	24330	19367	711	8511	4964
Cubes71	-16516	15864	8004	512	8512	7861
Cubes71	16398	-15770	-7870	792	8528	7901
Cubes71	29256	-25269	-20728	755	8528	4542
Cubes71	20841	-19298	-12310	729	8531	6989
Cubes71	13464	-13243	-4908	125	8556	8336
Cubes71	-11206	11157	2639	196	8567	8519
Cubes71	21167	-19578	-12556	295	8611	7023
Cubes71	30024	-25840	-21408	512	8616	4433
Cubes71	-19740	18489	11111	800	8629	7379
Cubes71	-19287	18135	10657	865	8630	7479
Cubes71	24248	-21862	-15616	168	8632	6247
Cubes71	30428	-26120	-21794	568	8634	4327
Cubes71	-10367	10351	1727	271	8640	8625
Cubes71	-15327	14891	6684	692	8643	8208
Cubes71	11520	-11460	-2875	125	8645	8586
Cubes71	-10385	10369	1729	273	8656	8641
Cubes71	23145	-21076	-14481	8	8664	6596
Cubes71	-12432	12316	3763	875	8669	8554
Cubes71	-11580	11520	2885	125	8695	8636
Cubes71	-33472	28144	24776	512	8696	3369
Cubes71	29263	-25386	-20566	495	8697	4821
Cubes71	21740	-20058	-13016	792	8724	7043
Cubes71	-24317	21972	15566	531	8751	6407
Cubes71	-13205	13034	4453	856	8752	8582
Cubes71	-16573	15972	7816	27	8757	8157
Cubes71	10890	-10863	-2124	729	8766	8740
Cubes71	10129	-10121	-1350	128	8779	8772
Cubes71	27706	-24381	-18922	27	8784	5460
Cubes71	31008	-26614	-22215	593	8793	4400
Cubes71	-30500	26278	21706	768	8794	4573
Cubes71	-17892	17073	9090	729	8802	7984
Cubes71	11911	-11841	-3094	126	8817	8748
Cubes71	10295	-10285	-1470	250	8825	8816
Cubes71	19939	-18715	-11112	216	8827	7604
Cubes71	-30708	26462	21847	639	8861	4616
Cubes71	36468	-30179	-27595	18	8873	2585
Cubes71	-12040	11967	3160	63	8880	8808
Cubes71	-10253	10245	1361	729	8892	8885
Cubes71	-34869	29191	25973	279	8896	3219
Cubes71	29942	-26002	-21002	872	8940	5001
Cubes71	11360	-11324	-2404	512	8956	8921
Cubes71	11250	-11220	-2248	8	9002	8973
Cubes71	34858	-29272	-25850	64	9008	3423
Cubes71	-12931	12811	3907	883	9024	8905
Cubes71	-11280	11250	2252	8	9028	8999
Cubes71	34838	-29288	-25793	343	9045	3496
Cubes71	-31572	27168	22518	216	9054	4651
Cubes71	-11297	11268	2229	748	9068	9040
Cubes71	28637	-25217	-19530	540	9107	5688
Cubes71	11499	-11465	-2378	722	9121	9088
Cubes71	15298	-14955	-6175	342	9123	8781
Cubes71	-17314	16686	8166	8	9148	8521
Cubes71	15318	-14981	-6145	666	9173	8837
Cubes71	43157	-34557	-33945	575	9212	613
Cubes71	-9879	9878	664	657	9215	9215
Cubes71	-27705	24632	18489	512	9216	6144
Cubes71	-19476	18478	10255	551	9221	8224
Cubes71	-11329	11305	2097	9	9232	9209
Cubes71	-12244	12183	3011	34	9233	9173
Cubes71	19881	-18808	-10641	8	9240	8168
Cubes71	34501	-29225	-25254	812	9247	3972
Cubes71	15773	-15392	-6523	962	9250	8870
Cubes71	14140	-13945	-4868	343	9272	9078
Cubes71	24776	-22560	-15504	512	9272	7057
Cubes71	19220	-18288	-9945	503	9275	8344
Cubes71	12694	-12611	-3416	957	9278	9196
Cubes71	15021	-14737	-5735	333	9286	9003
Cubes71	-42774	34404	33483	27	9291	922
Cubes71	-38365	31735	29047	73	9318	2689
Cubes71	37513	-31212	-28182	1	9331	3031
Cubes71	-31141	27099	21757	171	9384	5343
Cubes71	17911	-17247	-8507	965	9404	8741
Cubes71	-22564	20961	13159	216	9405	7803
Cubes71	11139	-11125	-1733	657	9406	9393
Cubes71	18858	-18031	-9451	70	9407	8581
Cubes71	-12352	12296	2944	512	9408	9353
Cubes71	26512	-23892	-17096	704	9416	6797
Cubes71	-10103	10102	674	505	9429	9429
Cubes71	15588	-15261	-6157	998	9431	9105
Cubes71	-13206	13105	3743	216	9463	9363
Cubes71	-10148	10147	676	507	9472	9472
Cubes71	-16293	15886	6812	27	9481	9075
Cubes71	-10351	10349	863	645	9488	9487
Cubes71	10369	-10367	-864	2	9505	9504
Cubes71	-10387	10385	865	647	9522	9521
Cubes71	24874	-22750	-15348	432	9526	7403
Cubes71	-12389	12340	2822	379	9567	9519
Cubes71	-18473	17758	8896	831	9577	8863
Cubes71	-10936	10929	1359	512	9577	9571
Cubes71	44783	-35883	-35199	701	9584	685
Cubes71	19724	-18795	-10112	621	9612	8684
Cubes71	-25971	23598	16357	874	9614	7242
Cubes71	-23508	21764	13894	216	9614	7871
Cubes71	13512	-13404	-3886	8	9626	9519
Cubes71	12031	-11999	-2402	984	9629	9598
Cubes71	29092	-25848	-19445	371	9647	6404
Cubes71	-30395	26756	20744	125	9651	6013
Cubes71	-24738	22705	15087	856	9651	7619
Cubes71	-26415	23945	16753	27	9662	7193
Cubes71	-10374	10373	686	349	9688	9688
Cubes71	33777	-29070	-24084	729	9693	4987
Cubes71	-11314	11303	1616	879	9698	9688
Cubes71	-10924	10919	1214	879	9710	9706
Cubes71	-11335	11324	1618	881	9717	9707
Cubes71	11664	-11646	-1943	1	9721	9704
Cubes71	-10951	10946	1216	881	9735	9731
Cubes71	-11682	11664	1945	1	9737	9720
Cubes71	28505	-25495	-18748	258	9757	6748
Cubes71	-30045	26577	20287	811	9758	6291
Cubes71	-15230	14992	5463	335	9767	9530
Cubes71	-14416	14253	4649	430	9767	9605
Cubes71	-17147	16680	7373	594	9774	9308
Cubes71	13710	-13601	-3936	343	9774	9666
