Contributor	X	Y	Z	n	s	sl
Cubes71	-240328	236916	83532	512	156796	153385
Cubes71	185273	-185051	-28370	766	156903	156682
Cubes71	-463824	414096	306440	512	157384	107657
Cubes71	204975	-204117	-47577	729	157398	156541
Cubes71	177147	-177066	-19680	27	157467	157387
Cubes71	-420750	383147	263229	512	157521	119919
Cubes71	-177228	177147	19686	27	157542	157462
Cubes71	-236656	233678	79056	952	157600	154623
Cubes71	715637	-577629	-558036	8	157601	19594
Cubes71	294548	-284404	-136626	952	157922	147779
Cubes71	-163398	163396	5431	335	157967	157966
Cubes71	-285191	276494	127199	512	157992	149296
Cubes71	465858	-415908	-307791	729	158067	108118
Cubes71	166701	-166695	-7938	54	158763	158758
Cubes71	-174554	174512	15657	657	158897	158856
Cubes71	491609	-434433	-332682	224	158927	101752
Cubes71	165890	-165886	-6912	16	158978	158975
Cubes71	301814	-290790	-142668	512	159146	148123
Cubes71	314580	-301392	-155409	783	159171	145984
Cubes71	500752	-440941	-341519	28	159233	99423
Cubes71	-266895	261031	107022	64	159873	154010
Cubes71	-223155	221455	63167	963	159988	158289
Cubes71	-292960	283536	132936	512	160024	150601
Cubes71	454066	-408580	-293992	8	160074	114589
Cubes71	207895	-207056	-47673	542	160222	159384
Cubes71	-186457	186288	26017	792	160440	160272
Cubes71	-699159	570503	538415	223	160744	32089
Cubes71	-602993	510129	442249	281	160744	67881
Cubes71	-299445	289257	138355	343	161090	150903
Cubes71	184320	-184200	-23035	125	161285	161166
Cubes71	172039	-172025	-10752	686	161287	161274
Cubes71	-184440	184320	23045	125	161395	161276
Cubes71	180000	-179940	-17998	8	162002	161943
Cubes71	-476520	425602	314515	83	162005	111088
Cubes71	455201	-410399	-293175	27	162026	117225
Cubes71	-180060	180000	18002	8	162058	161999
Cubes71	167795	-167793	-5528	666	162267	162266
Cubes71	-432111	393803	269677	729	162434	124127
Cubes71	522343	-457867	-359673	27	162670	98195
Cubes71	170908	-170902	-8071	593	162837	162832
Cubes71	408558	-376481	-245712	343	162846	130770
Cubes71	593113	-505277	-430253	687	162860	75025
Cubes71	-369903	346908	206959	64	162944	139950
Cubes71	283006	-275616	-120039	1	162967	155578
Cubes71	-241530	238760	78256	216	163274	160505
Cubes71	-754218	606618	590409	729	163809	16210
Cubes71	-172463	172456	8548	561	163915	163909
Cubes71	219515	-218339	-55298	64	164217	163042
Cubes71	-345300	327849	181023	216	164277	146827
Cubes71	595196	-507935	-430540	161	164656	77396
Cubes71	184842	-184764	-19993	287	164849	164772
Cubes71	-313254	301814	148068	512	165186	153747
Cubes71	174965	-174955	-9720	250	165245	165236
Cubes71	195849	-195602	-30505	216	165344	165098
Cubes71	-380672	356168	215312	512	165360	140857
Cubes71	-196433	196177	30932	64	165501	165246
Cubes71	-194115	193910	28500	125	165615	165411
Cubes71	213717	-212902	-48095	630	165622	164808
Cubes71	-752620	607387	586974	27	165646	20414
Cubes71	720294	-587876	-554548	216	165746	33329
Cubes71	-252920	249440	87008	512	165912	162433
Cubes71	247290	-244334	-81223	729	166067	163112
Cubes71	294616	-286235	-128481	380	166135	157755
Cubes71	-679283	562910	513082	181	166201	49829
Cubes71	182959	-182913	-16653	505	166306	166261
Cubes71	-584463	502093	418076	486	166387	84018
Cubes71	176874	-176862	-10404	432	166470	166459
Cubes71	274896	-269157	-108409	314	166487	160749
Cubes71	-211389	210721	44692	380	166697	166030
Cubes71	194481	-194292	-27774	729	166707	166519
Cubes71	543040	-474520	-376315	125	166725	98206
Cubes71	-294596	286361	127746	81	166850	158616
Cubes71	274144	-268554	-107284	216	166860	161271
Cubes71	-194670	194481	27792	729	166878	166690
Cubes71	-326033	312915	158967	1	167066	153949
Cubes71	-235126	233230	67819	883	167307	165412
Cubes71	611337	-520428	-443988	729	167349	76441
Cubes71	228804	-227322	-61380	216	167424	165943
Cubes71	-280580	274353	112879	416	167701	161475
Cubes71	-254936	251568	86537	729	168399	165032
Cubes71	-235870	234031	67280	791	168590	166752
Cubes71	-307506	297762	138860	512	168646	158903
Cubes71	177961	-177953	-9126	128	168835	168828
Cubes71	197844	-197636	-29004	64	168840	168633
Cubes71	-479068	431110	310117	181	168951	120994
Cubes71	-234748	233021	65686	125	169062	167336
Cubes71	-202788	202497	32973	918	169815	169525
Cubes71	-176420	176417	6543	720	169877	169875
Cubes71	-222685	221694	52749	8	169936	168946
Cubes71	246332	-243872	-76252	512	170080	167621
Cubes71	190754	-190675	-20504	125	170250	170172
Cubes71	256800	-253532	-86103	505	170697	167430
Cubes71	-301423	293034	130521	98	170902	162514
Cubes71	186624	-186588	-15551	1	171073	171038
Cubes71	-186660	186624	15553	1	171107	171072
Cubes71	-317600	306864	146438	216	171162	160427
Cubes71	177878	-177875	-6579	738	171299	171297
Cubes71	622696	-530783	-451293	92	171403	79491
Cubes71	-363187	344427	191718	512	171469	152710
Cubes71	199896	-199720	-27624	512	172272	172097
Cubes71	-655210	552504	482922	512	172288	69583
Cubes71	-434869	400308	262513	900	172356	137796
Cubes71	-466160	423636	293451	307	172709	130186
Cubes71	178747	-178745	-5766	2	172981	172980
Cubes71	-231510	230264	58409	673	173101	171856
Cubes71	772152	-626298	-598800	216	173352	27499
Cubes71	205134	-204883	-31631	126	173503	173253
Cubes71	395450	-370656	-221843	477	173607	148814
Cubes71	-581260	504832	407619	27	173641	97214
Cubes71	-306994	298371	133330	27	173664	165042
Cubes71	573612	-499763	-399820	981	173792	99944
Cubes71	307899	-299220	-133876	323	174023	165345
Cubes71	-519706	462961	345219	324	174487	117743
Cubes71	463579	-422668	-288917	694	174662	133752
Cubes71	-219138	218528	44418	512	174720	174111
Cubes71	-265498	261916	90747	27	174751	171170
Cubes71	-273079	268769	98273	987	174806	170497
Cubes71	-640676	545334	465392	216	175284	79943
Cubes71	419922	-390357	-244212	27	175710	146146
Cubes71	301471	-294038	-125509	10	175962	168530
Cubes71	-260396	257420	84272	512	176124	173149
Cubes71	403316	-377755	-227017	708	176299	150739
Cubes71	-236507	235207	60088	372	176419	175120
Cubes71	-186253	186244	9784	811	176469	176461
Cubes71	234676	-233477	-58195	568	176481	175283
Cubes71	-317092	307612	140524	64	176568	167089
Cubes71	-283919	278722	107258	1	176661	171465
Cubes71	768229	-626913	-591549	343	176680	35365
Cubes71	-435259	402530	258322	269	176937	144209
Cubes71	-669277	565113	492309	593	176968	72805
Cubes71	-521802	465858	344745	729	177057	121114
Cubes71	-502999	452847	325218	656	177781	127630
Cubes71	-248910	247002	70602	216	178308	176401
Cubes71	589016	-513320	-410344	512	178672	102977
Cubes71	430537	-399719	-251669	885	178868	148051
Cubes71	-197039	196988	18109	982	178930	178880
Cubes71	-461700	423286	282639	775	179061	140648
Cubes71	688252	-579003	-509050	981	179202	69954
Cubes71	-430830	400100	251565	125	179265	148536
Cubes71	237711	-236528	-58436	623	179275	178093
Cubes71	415565	-388432	-236090	557	179475	152343
Cubes71	-294345	288399	114838	46	179507	173562
Cubes71	-192271	192253	12591	837	179680	179663
Cubes71	187502	-187498	-7500	16	180002	179999
Cubes71	-329580	318978	149553	729	180027	169426
Cubes71	698764	-586543	-518502	729	180262	68042
Cubes71	513634	-462070	-332774	280	180860	129297
Cubes71	-406837	382188	225802	27	181035	156387
Cubes71	-877307	696457	696181	291	181126	277
Cubes71	-671596	570259	489754	307	181842	80506
Cubes71	-313773	305821	131803	371	181970	174019
Cubes71	616386	-533948	-434370	64	182016	99579
Cubes71	-727047	605895	545008	64	182039	60888
Cubes71	192004	-191996	-9600	128	182404	182397
Cubes71	-483734	441278	300977	881	182757	140302
Cubes71	191667	-191661	-8712	54	182955	182950
Cubes71	440013	-408707	-256727	371	183286	151981
Cubes71	639294	-550156	-455907	125	183387	94250
Cubes71	235587	-234732	-52152	27	183435	182581
Cubes71	-227299	226754	43842	853	183457	182913
Cubes71	-411079	386520	227157	854	183922	159364
Cubes71	368488	-352390	-184449	423	184039	167942
Cubes71	-373588	356592	189430	216	184158	167163
Cubes71	476780	-436915	-292310	125	184470	144606
Cubes71	-558258	495645	373777	46	184481	121869
Cubes71	-295868	290516	111340	64	184528	179177
Cubes71	-223092	222721	38099	972	184993	184623
Cubes71	-352000	339121	166482	729	185518	172640
Cubes71	-816993	664675	631365	343	185628	33311
Cubes71	-428256	400689	242226	729	186030	158464
Cubes71	563207	-500000	-377159	64	186048	122842
Cubes71	-315434	308107	128799	938	186635	179309
Cubes71	383835	-365637	-197194	638	186641	168444
Cubes71	-284535	280620	97884	729	186651	182737
Cubes71	215652	-215482	-28724	216	186928	186759
Cubes71	-292830	288230	105218	232	187612	183013
Cubes71	-250866	249529	63087	496	187779	186443
Cubes71	-216457	216291	28568	610	187889	187724
Cubes71	-227394	226999	39401	216	187993	187599
Cubes71	715455	-603221	-527436	658	188019	75786
Cubes71	-247149	246017	59106	980	188043	186912
Cubes71	796821	-654700	-608486	405	188335	46215
Cubes71	-569786	506163	380997	64	188789	125167
Cubes71	-274356	271617	84918	729	189438	186700
Cubes71	-247537	246473	57964	8	189573	188510
Cubes71	-708472	599958	518817	377	189655	81142
Cubes71	286386	-282664	-96690	512	189696	185975
Cubes71	-583701	516506	393818	547	189883	122689
Cubes71	-545041	489316	355051	226	189990	134266
Cubes71	375972	-360181	-185848	115	190124	174334
Cubes71	249895	-248763	-59544	244	190351	189220
Cubes71	196609	-196607	-6144	2	190465	190464
Cubes71	296678	-292078	-106145	575	190533	185934
Cubes71	-387037	369377	196434	484	190603	172944
Cubes71	-257538	256037	66714	125	190824	189324
Cubes71	-669886	575598	479006	952	190880	96593
Cubes71	698088	-594207	-507090	729	190998	87118
Cubes71	364531	-350945	-173433	929	191098	177513
Cubes71	457950	-425617	-266559	8	191391	159059
Cubes71	-696920	593790	505447	623	191473	88344
Cubes71	402906	-382489	-211402	439	191504	171088
Cubes71	-212617	212550	20865	512	191752	191686
Cubes71	-742318	623332	550526	512	191792	72807
Cubes71	583228	-517431	-391168	729	192060	126264
Cubes71	293382	-289357	-100831	484	192551	188527
Cubes71	-248265	247338	55480	847	192785	191859
Cubes71	289036	-285504	-95626	216	193410	189879
Cubes71	279898	-277127	-86394	425	193504	190734
Cubes71	221184	-221040	-27642	216	193542	193399
Cubes71	-221328	221184	27654	216	193674	193531
Cubes71	366934	-353594	-173190	920	193744	180405
Cubes71	-212716	212666	18932	168	193784	193735
Cubes71	224883	-224685	-31077	729	193806	193609
Cubes71	-280052	277308	86147	27	193905	191162
Cubes71	340050	-330835	-145980	125	194070	184856
Cubes71	201277	-201274	-7144	125	194133	194131
Cubes71	453274	-423077	-259130	291	194144	163948
Cubes71	206353	-206339	-12138	686	194215	194202
Cubes71	-444702	416499	250365	216	194337	166135
Cubes71	256943	-255707	-62456	748	194487	193252
Cubes71	-677464	583356	482614	216	194850	100743
Cubes71	359260	-347395	-164410	125	194850	182986
Cubes71	-783144	651684	588242	8	194902	63443
Cubes71	205775	-205765	-10830	250	194945	194936
Cubes71	-364239	351620	169276	657	194963	182345
Cubes71	275178	-272889	-80191	512	194987	192699
Cubes71	795827	-659810	-600723	216	195104	59088
Cubes71	266938	-265209	-71610	343	195328	193600
Cubes71	-705181	602459	509172	286	196009	93288
Cubes71	-660666	572963	464578	603	196088	108386
Cubes71	418929	-396864	-222507	702	196422	174358
Cubes71	434175	-408996	-237695	64	196480	171302
Cubes71	828164	-681246	-631500	8	196664	49747
Cubes71	206767	-206759	-10086	128	196681	196674
Cubes71	-307471	302721	109875	125	197596	192847
Cubes71	209958	-209946	-11664	432	198294	198283
Cubes71	-488516	451783	289928	343	198588	161856
Cubes71	-232938	232692	34200	216	198738	198493
Cubes71	-294058	290705	95094	97	198964	195612
Cubes71	-341082	332682	141947	323	199135	190736
Cubes71	267329	-265847	-68111	235	199218	197737
Cubes71	-241420	240992	42116	384	199304	198877
Cubes71	-485103	449714	285231	8	199872	164484
Cubes71	651648	-569424	-451578	216	200070	117847
Cubes71	-330860	323906	130766	512	200094	193141
Cubes71	237915	-237613	-37137	125	200778	200477
Cubes71	-313588	308666	112646	960	200942	196021
Cubes71	662643	-577485	-461637	729	201006	115849
Cubes71	-230978	230811	29892	667	201086	200920
Cubes71	238453	-238151	-37193	669	201260	200959
Cubes71	459427	-430557	-257914	846	201513	172644
Cubes71	877976	-716472	-676056	512	201920	40417
Cubes71	549195	-498390	-347186	19	202009	151205
Cubes71	-260727	259736	58610	673	202117	201127
Cubes71	437598	-413574	-235479	729	202119	178096
Cubes71	900844	-730681	-698600	343	202244	32082
Cubes71	234256	-234058	-31935	729	202321	202124
Cubes71	-234454	234256	31953	729	202501	202304
Cubes71	-445354	419936	242596	728	202758	177341
Cubes71	210914	-210910	-8112	16	202802	202799
Cubes71	937740	-754218	-734079	729	203661	20140
Cubes71	-927799	748332	724057	162	203742	24276
Cubes71	-244951	244585	40368	306	204583	204218
Cubes71	265860	-264792	-60872	64	204988	203921
Cubes71	-573480	517602	368241	729	205239	149362
Cubes71	-245658	245294	40372	720	205286	204923
Cubes71	-275798	274262	70376	512	205422	203887
Cubes71	957908	-768015	-752409	8	205499	15607
Cubes71	-625431	554647	419868	64	205563	134780
Cubes71	-252156	251642	46080	872	206076	205563
Cubes71	223661	-223625	-17546	820	206115	206080
Cubes71	238914	-238711	-32627	630	206287	206085
Cubes71	812918	-680316	-605809	7	207109	74508
Cubes71	291327	-288977	-84039	631	207288	204939
Cubes71	786632	-663908	-579022	8	207610	84887
Cubes71	-778485	658767	570729	27	207756	88039
Cubes71	244472	-244196	-36700	512	207772	207497
Cubes71	-352938	344568	145089	729	207849	199480
Cubes71	-290395	288169	82369	343	208026	205801
Cubes71	-326663	321431	118124	368	208539	203308
Cubes71	293530	-291138	-84960	928	208570	206179
Cubes71	230297	-230233	-21673	519	208624	208561
Cubes71	215623	-215621	-6534	2	209089	209088
Cubes71	280218	-278682	-71128	512	209090	207555
Cubes71	233894	-233802	-24713	279	209181	209090
Cubes71	-356505	347937	147192	216	209313	200746
Cubes71	219009	-219003	-9522	54	209487	209482
Cubes71	225475	-225450	-15622	27	209853	209829
Cubes71	236196	-236088	-26240	64	209956	209849
Cubes71	251049	-250682	-41073	64	209976	209610
Cubes71	224208	-224189	-14203	216	210005	209987
Cubes71	-236304	236196	26248	64	210056	209949
Cubes71	-311918	308270	101716	64	210202	206555
Cubes71	666013	-585532	-455773	512	210240	129760
Cubes71	-862850	714469	652408	21	210442	62062
Cubes71	489891	-457578	-279198	27	210693	178381
Cubes71	247305	-247045	-36255	125	211050	210791
Cubes71	-253995	253587	42879	567	211116	210709
Cubes71	-311848	308330	100492	296	211356	207839
Cubes71	-714090	619009	502580	729	211510	116430
Cubes71	222268	-222260	-10584	128	211684	211677
Cubes71	566926	-516255	-354688	729	212238	161568
Cubes71	375716	-365167	-163155	358	212561	202013
Cubes71	304495	-301683	-91853	911	212642	209831
Cubes71	-861230	715499	648317	512	212913	67183
Cubes71	-334520	329084	121541	125	212979	207544
Cubes71	-240761	240638	27754	55	213007	212885
Cubes71	-607840	546386	394640	456	213200	151747
Cubes71	-349253	342304	135587	190	213666	206718
Cubes71	272385	-271482	-58512	729	213873	212971
Cubes71	-393043	380226	179136	125	213907	201091
Cubes71	-487160	456773	272852	125	214308	183922
Cubes71	-221943	221940	7625	818	214318	214316
Cubes71	-953326	773587	738930	27	214396	34658
Cubes71	-515088	478401	300630	729	214458	177772
Cubes71	-627975	561629	413089	783	214886	148541
Cubes71	-407051	392282	192002	125	215049	200281
Cubes71	-516996	480120	301878	216	215118	178243
Cubes71	-694888	608362	479697	729	215191	128666
Cubes71	-500347	467653	284325	279	216022	183329
Cubes71	647413	-575981	-431380	856	216033	144602
Cubes71	-489662	459446	273333	45	216329	186114
Cubes71	-441219	420918	224528	125	216691	196391
Cubes71	848790	-711147	-631517	64	217273	79631
Cubes71	358034	-350711	-140254	809	217780	210458
Cubes71	723954	-629890	-505949	315	218005	123942
Cubes71	658254	-584707	-440233	484	218021	144475
Cubes71	444781	-424275	-226485	541	218296	197791
Cubes71	-312501	309645	93944	8	218557	215702
Cubes71	284531	-283352	-65821	422	218710	217532
Cubes71	-224094	224093	5321	934	218773	218773
Cubes71	-397204	384851	178285	512	218919	206567
Cubes71	-534064	494658	315121	729	218943	179538
Cubes71	-460400	437132	241364	512	219036	195769
Cubes71	274337	-273594	-55102	961	219235	218493
Cubes71	504788	-472298	-285504	216	219284	186795
Cubes71	235704	-235679	-16091	254	219613	219589
Cubes71	1064820	-845553	-844743	216	220077	811
Cubes71	-588591	535886	368449	234	220142	167438
Cubes71	1009455	-812804	-789260	911	220195	23545
Cubes71	-1029316	824780	809005	629	220311	15776
Cubes71	243872	-243800	-23418	216	220454	220383
Cubes71	288857	-287582	-68238	153	220619	219345
Cubes71	-396365	384515	175655	125	220710	208861
Cubes71	572136	-524298	-350772	216	221364	173527
Cubes71	-246182	246099	24709	560	221473	221391
Cubes71	931467	-766499	-709950	64	221517	56550
Cubes71	-585872	534680	364035	27	221837	170646
Cubes71	305072	-303096	-81840	512	223232	221257
Cubes71	529450	-492943	-305928	441	223522	187016
Cubes71	305614	-303641	-81896	687	223718	221746
Cubes71	622440	-562308	-398655	513	223785	163654
Cubes71	712961	-626196	-488906	729	224055	137291
Cubes71	-704315	620252	480248	125	224067	140005
Cubes71	831044	-704983	-606929	8	224115	98055
Cubes71	374710	-366448	-150428	856	224282	216021
Cubes71	-304078	302236	79784	8	224294	222453
Cubes71	-492944	464786	268591	343	224353	196196
Cubes71	250980	-250885	-26181	134	224799	224705
Cubes71	488722	-461760	-263394	64	225328	198367
Cubes71	-310199	308077	84734	838	225465	223344
Cubes71	-446350	427554	220821	125	225529	206734
Cubes71	-289934	288882	64178	216	225756	224705
Cubes71	258048	-257880	-32249	343	225799	225632
Cubes71	-258216	258048	32263	343	225953	225786
Cubes71	-949658	781817	723408	513	226250	58410
Cubes71	-371963	364397	145448	818	226515	218950
Cubes71	-490466	463712	263395	307	227071	200318
Cubes71	987723	-806031	-760563	729	227160	45469
Cubes71	-264878	264623	37709	44	227169	226915
Cubes71	238525	-238517	-11094	128	227431	227424
Cubes71	236198	-236194	-8748	16	227450	227447
Cubes71	485928	-460266	-258309	27	227619	201958
Cubes71	886447	-743413	-658625	1	227822	84789
Cubes71	240005	-239995	-12000	250	228005	227996
Cubes71	264088	-263869	-35774	739	228314	228096
Cubes71	-317944	315561	89515	972	228429	226047
Cubes71	275771	-275311	-47143	573	228628	228169
Cubes71	-444441	426797	215773	369	228668	211025
Cubes71	391050	-381519	-162193	584	228857	219327
Cubes71	235825	-235823	-6936	2	228889	228888
Cubes71	-251133	251076	22092	27	229041	228985
Cubes71	661004	-592814	-431744	136	229260	161071
Cubes71	-269599	269300	40233	538	229366	229068
Cubes71	394981	-385053	-165472	216	229509	219582
Cubes71	-381315	373131	151740	216	229575	221392
Cubes71	801942	-690125	-571899	64	230043	118227
Cubes71	535250	-499944	-305052	8	230198	194893
Cubes71	254801	-254725	-24551	125	230250	230175
Cubes71	-237510	237508	6969	721	230541	230540
Cubes71	447855	-430119	-217260	216	230595	212860
Cubes71	-369835	363145	139175	125	230660	223971
Cubes71	608880	-555737	-378203	20	230677	177535
Cubes71	-468854	447526	237728	64	231126	209799
Cubes71	1029536	-835064	-798400	512	231136	36665
Cubes71	244951	-244937	-13608	686	231343	231330
Cubes71	-271761	271474	39900	343	231861	231575
Cubes71	-450509	432667	218551	885	231958	214117
Cubes71	539625	-504057	-307474	8	232151	196584
Cubes71	-313046	311270	80372	512	232674	230899
Cubes71	-1021286	831453	788605	146	232681	42849
Cubes71	283866	-283311	-51160	665	232706	232152
Cubes71	408060	-397002	-175176	216	232884	221827
Cubes71	-795104	687578	562096	424	233008	125483
Cubes71	-581794	536705	348508	953	233286	188198
Cubes71	760256	-664328	-526841	343	233415	137488
Cubes71	346788	-342719	-113208	1	233580	229512
Cubes71	-371354	364951	137570	487	233784	227382
Cubes71	617683	-563672	-383886	83	233797	179787
Cubes71	431112	-416874	-197292	216	233820	219583
Cubes71	246930	-246918	-12996	432	233934	233923
Cubes71	559896	-520476	-325616	64	234280	194861
Cubes71	707043	-628375	-472279	493	234764	156097
Cubes71	272390	-272155	-37388	53	235002	234768
Cubes71	266775	-266627	-31609	963	235166	235019
Cubes71	474597	-453448	-239068	349	235529	214381
Cubes71	254021	-253992	-17772	125	236249	236221
Cubes71	-618549	565503	382163	125	236386	183341
Cubes71	-460002	441721	223403	180	236599	218319
Cubes71	386839	-379133	-150237	29	236602	228897
Cubes71	297072	-296240	-60337	495	236735	235904
Cubes71	568802	-528309	-331930	979	236872	196380
Cubes71	-404575	394790	167383	512	237192	227408
Cubes71	257049	-257010	-19772	1	237277	237239
Cubes71	-257088	257049	19774	1	237314	237276
Cubes71	399134	-390089	-161670	135	237464	228420
Cubes71	-331880	329336	94136	512	237744	235201
Cubes71	811532	-701861	-573595	512	237937	128267
Cubes71	-290052	289499	51839	610	238213	237661
Cubes71	248835	-248829	-10368	54	238467	238462
Cubes71	-517257	488722	278769	64	238488	209954
Cubes71	-490578	467594	251084	736	239494	216511
Cubes71	263538	-263472	-23956	8	239582	239517
Cubes71	-263604	263538	23960	8	239644	239579
Cubes71	694233	-622203	-454223	343	240010	167981
Cubes71	681099	-612870	-440988	27	240111	171883
Cubes71	955884	-797416	-715537	655	240347	81880
Cubes71	288358	-287925	-47600	587	240758	240326
Cubes71	-384500	377790	143003	27	241497	234788
Cubes71	-892751	758290	650695	624	242056	107596
Cubes71	-814792	706795	572706	603	242086	134090
Cubes71	-550322	516006	308198	360	242124	207809
Cubes71	1165452	-927025	-923006	567	242446	4020
Cubes71	706395	-632183	-463898	596	242497	168286
Cubes71	270000	-269910	-26997	27	243003	242914
Cubes71	-270090	270000	27003	27	243087	242998
Cubes71	357239	-353326	-114006	727	243233	239321
Cubes71	279841	-279634	-36492	729	243349	243143
Cubes71	-314778	313549	71394	181	243384	242156
Cubes71	-280048	279841	36510	729	243538	243332
Cubes71	-260355	260332	16723	560	243632	243610
Cubes71	295087	-294566	-51408	695	243679	243159
Cubes71	255556	-255548	-11616	128	243940	243933
Cubes71	454393	-438827	-210410	174	243983	228418
Cubes71	614371	-565821	-370226	974	244145	195596
Cubes71	-325613	323913	81327	883	244286	242587
Cubes71	-306821	305953	62526	92	244295	243428
Cubes71	1045005	-856362	-800606	181	244399	55757
Cubes71	302938	-302213	-58395	200	244543	243819
Cubes71	314116	-312976	-69536	64	244580	243441
Cubes71	-336351	334076	91534	729	244817	242543
Cubes71	-403012	394722	158167	783	244845	236556
Cubes71	406484	-397789	-161579	296	244905	236211
Cubes71	-362295	358140	117384	729	244911	240757
Cubes71	-578374	538817	333355	764	245019	205463
Cubes71	-375870	370542	130576	64	245294	239967
Cubes71	-341743	339197	96024	790	245719	243174
Cubes71	793726	-694888	-547935	729	245791	146954
Cubes71	-994931	827129	748290	198	246641	78840
Cubes71	498262	-475928	-251457	983	246805	224472
Cubes71	631643	-580137	-384305	729	247338	195833
Cubes71	-968031	810850	720490	209	247541	90361
Cubes71	-401797	394116	153960	323	247837	240157
Cubes71	272285	-272220	-24359	846	247926	247862
Cubes71	1080441	-881814	-831822	729	248619	49993
Cubes71	-350096	347239	101380	183	248716	245860
Cubes71	-559634	525760	310514	640	249120	215247
Cubes71	-301775	301240	52645	750	249130	248596
Cubes71	290752	-290468	-41593	919	249159	248876
Cubes71	-369134	364916	119456	8	249678	245461
Cubes71	956972	-805527	-707208	953	249764	98320
Cubes71	257251	-257249	-7350	2	249901	249900
Cubes71	411216	-402831	-160926	729	250290	241906
Cubes71	-282085	281951	31739	645	250346	250213
Cubes71	555618	-523091	-305081	20	250537	218011
Cubes71	959613	-808134	-708661	512	250952	99474
Cubes71	-603162	560140	352191	343	250971	207950
Cubes71	-781078	689338	530096	656	250982	159243
Cubes71	343206	-340983	-92070	729	251136	248914
Cubes71	303487	-302986	-51702	639	251785	251285
Cubes71	763403	-677757	-511173	17	252230	166585
Cubes71	375525	-371087	-122880	622	252645	248208
Cubes71	589444	-550249	-336780	135	252664	213470
Cubes71	-1160431	933944	907753	170	252678	26192
Cubes71	304006	-303520	-51240	216	252766	252281
Cubes71	296766	-296454	-43506	216	253260	252949
Cubes71	1079753	-885641	-826306	440	253447	59336
Cubes71	-844422	734217	590896	1	253526	143322
Cubes71	263426	-263422	-9408	16	254018	254015
Cubes71	410357	-402685	-156100	168	254257	246586
Cubes71	-1029098	854954	774694	856	254404	80261
Cubes71	640385	-590072	-385217	64	255168	204856
Cubes71	-760043	677133	504727	713	255316	172407
Cubes71	545420	-516618	-289928	216	255492	226691
Cubes71	-358163	355330	102651	704	255512	252680
Cubes71	322082	-321142	-66319	321	255763	254824
Cubes71	485388	-467678	-229364	776	256024	238315
Cubes71	367060	-363659	-110847	398	256213	252813
Cubes71	332325	-330990	-76090	125	256235	254901
Cubes71	625418	-579288	-368983	673	256435	210306
Cubes71	-1081060	889128	824515	27	256545	64614
Cubes71	-476400	460296	219657	729	256743	240640
Cubes71	418607	-410399	-161737	791	256870	248663
Cubes71	1183258	-951690	-926271	1	256987	25420
Cubes71	-347165	345142	89926	939	257239	255217
Cubes71	325384	-324414	-67473	343	257911	256942
Cubes71	294912	-294720	-36856	512	258056	257865
Cubes71	-295104	294912	36872	512	258232	258041
Cubes71	667492	-611681	-409234	343	258258	202448
Cubes71	836873	-732113	-578602	512	258271	153512
Cubes71	-458012	445148	198914	8	259098	246235
Cubes71	-592936	555332	333820	512	259116	221513
Cubes71	1158228	-939447	-898200	729	260028	41248
Cubes71	-695197	633064	434933	8	260264	198132
Cubes71	-791799	702236	531468	89	260331	170769
Cubes71	273379	-273371	-12150	128	261229	261222
Cubes71	295977	-295820	-34549	684	261428	261272
Cubes71	-681781	623769	420227	151	261554	203543
Cubes71	1222113	-979358	-960441	64	261672	18918
Cubes71	-563433	533052	301481	512	261952	231572
Cubes71	295245	-295110	-32800	125	262445	262311
Cubes71	-295380	295245	32810	125	262570	262436
Cubes71	-961014	818001	698088	729	262926	119914
Cubes71	313379	-312952	-50084	827	263295	262869
Cubes71	284826	-284787	-21172	125	263654	263616
Cubes71	-413373	406746	149525	944	263848	257222
Cubes71	-427410	419300	163376	376	264034	255925
Cubes71	333573	-332568	-69415	710	264158	263154
Cubes71	-306164	305906	41696	8	264468	264211
Cubes71	277835	-277825	-13230	250	264605	264596
Cubes71	-283240	283214	18427	827	264813	264788
Cubes71	-475638	461418	210786	216	264852	250633
Cubes71	-310584	310256	45600	512	264984	264657
Cubes71	-284437	284409	18941	97	265496	265469
Cubes71	-471249	457808	205685	988	265564	252124
Cubes71	-1188347	963790	921652	885	266695	42139
Cubes71	-768040	688993	501307	100	266733	187687
Cubes71	868864	-759232	-602104	512	266760	157129
Cubes71	570473	-540287	-303439	395	267034	236849
Cubes71	-367697	365171	100581	279	267116	264591
Cubes71	-465514	453207	198245	124	267269	254963
Cubes71	-373365	370503	105903	729	267462	264601
Cubes71	-327947	327266	60301	874	267646	266966
Cubes71	-899419	780573	631628	610	267791	148946
Cubes71	-614655	575553	346381	343	268274	229173
Cubes71	534663	-511646	-266379	172	268284	245268
Cubes71	-348191	346797	79633	839	268558	267165
Cubes71	-955658	819144	686222	720	269436	132923
Cubes71	315296	-314974	-45778	960	269518	269197
Cubes71	281253	-281247	-11250	54	270003	269998
Cubes71	-580099	549129	309427	873	270672	239703
Cubes71	-679314	625975	408558	343	270756	217418
Cubes71	-276893	276892	6127	714	270766	270766
Cubes71	770451	-693105	-499161	945	271290	193945
Cubes71	-927222	801741	655628	125	271594	146114
Cubes71	476070	-463169	-204372	343	271698	258798
Cubes71	939997	-810335	-668297	525	271700	142039
Cubes71	1143656	-941050	-871745	791	271911	69306
Cubes71	-374465	371892	102439	182	272026	269454
